Customer ID,Name,Age,Gender,City,State,Income Level (INR),Tenure (Months),Number of Activations,Number of Reactivations,Number of Cancels,Number of Products Owned,Types of Products,Average Monthly Spending (INR),Emails Sent,Calls Made,Returns,App Usage Frequency (per week),Product Events (per day),Attrition Risk
243180,Chatresh Seshadri,65,Female,Parbhani,Madhya Pradesh,163191,69,2,2,0,9,Cameras,2536.54,48,15,4,43,15,No
126013,Deepa Gaba,25,Other,Solapur,Punjab,117613,5,1,0,2,1,"Sensors, Alarms",2408.01,19,0,5,49,7,Yes
585895,Mohini Agrawal,67,Other,Patiala,Tamil Nadu,96808,15,4,1,1,3,"Sensors, Cameras",2083.69,0,18,2,21,23,Yes
447234,Edhitha Chandra,62,Female,Baranagar,West Bengal,135381,97,4,0,1,2,"Sensors, Doorbells",3395.83,18,10,0,4,57,No
783364,Ryan Bera,36,Other,Malda,Sikkim,164918,106,3,1,2,7,Cameras,4131.7,6,11,5,32,34,No
683035,Ekantika Gulati,20,Male,Arrah,Maharashtra,37976,56,5,2,2,6,"Doorbells, Sensors",1055.12,47,13,1,11,71,Yes
469960,Ojas Chowdhury,20,Other,Surendranagar Dudhrej,Sikkim,183903,105,5,3,0,9,"Doorbells, Locks, Sensors",4959.31,30,16,2,46,23,No
656516,Mekhala Kant,18,Other,Bahraich,Goa,23876,64,5,1,0,8,"Doorbells, Cameras, Sensors",4327.68,31,11,4,25,64,No
111972,Abha Kumar,63,Female,Kishanganj,Tamil Nadu,132284,40,1,3,1,4,Alarms,1948.85,22,8,5,42,54,No
852911,Manan Kuruvilla,56,Male,Visakhapatnam,Sikkim,130370,49,0,0,2,5,"Alarms, Sensors, Locks",4749.98,25,0,2,39,10,No
367512,Keya Trivedi,33,Other,Berhampur,Meghalaya,183110,22,4,2,2,4,"Doorbells, Alarms, Locks",2958.76,36,19,5,30,9,Yes
847829,Gunbir Ramesh,51,Male,Chandrapur,Jharkhand,70664,80,4,2,1,1,"Locks, Sensors, Alarms",1358.86,31,16,1,28,18,No
612051,Zashil Padmanabhan,54,Female,Darbhanga,Telangana,145271,46,5,0,1,3,"Sensors, Locks",3819.38,26,6,2,20,74,Yes
686888,Krishna Bhatnagar,68,Male,Amravati,West Bengal,142734,68,4,2,1,9,"Sensors, Locks",3753.54,11,0,3,13,75,No
403598,Darsh Memon,38,Male,Chittoor,Maharashtra,128087,113,2,1,0,3,"Alarms, Locks, Doorbells",2741.82,48,15,5,45,13,No
620511,Ekantika Dhawan,21,Other,Jammu,Haryana,65297,51,4,2,2,10,"Sensors, Cameras",2659.08,28,8,5,46,6,No
668939,Lakshit Merchant,25,Female,Jorhat,Bihar,180042,63,4,1,0,5,"Alarms, Doorbells, Cameras",2839.01,27,6,0,12,76,No
391369,Rudra Butala,74,Male,Narasaraopet,Meghalaya,72132,59,2,0,1,10,"Cameras, Locks",2979.9,39,12,3,4,19,Yes
489417,Eta Devi,19,Other,Ulhasnagar,Odisha,40489,36,3,3,0,10,"Sensors, Alarms, Cameras",2536.61,19,10,0,38,69,No
933789,Nidra Kala,31,Female,Durgapur,Goa,80783,58,0,2,0,8,"Locks, Cameras",1551.74,14,3,2,21,1,No
997458,Idika Rastogi,68,Male,Dhule,Goa,134974,5,5,0,0,7,"Cameras, Doorbells",3465.83,19,4,3,38,36,Yes
135950,Bishakha Korpal,43,Female,Nandyal,Assam,156244,34,3,2,0,4,"Cameras, Locks",2868.35,50,1,1,4,10,Yes
522721,Rishi Prakash,73,Female,Hindupur,Assam,42784,110,1,1,2,9,"Alarms, Cameras",1881.83,22,4,4,21,38,No
690332,Januja Nagar,34,Other,Chapra,Karnataka,37577,8,2,0,0,7,"Locks, Alarms",4393.31,44,1,5,40,2,Yes
378951,Ucchal Banerjee,33,Other,Jehanabad,Maharashtra,98893,88,5,3,0,4,Cameras,2293.59,13,20,5,38,2,No
749982,Amol Wadhwa,50,Other,Salem,Madhya Pradesh,119603,116,2,0,0,6,"Doorbells, Alarms, Cameras",528.54,19,11,3,25,50,No
563236,Urishilla Upadhyay,65,Other,Bhiwandi,Uttarakhand,191936,9,4,2,0,2,"Cameras, Doorbells, Sensors",3537.87,0,20,1,31,99,Yes
829484,Amrita Deshmukh,21,Male,Hazaribagh,Madhya Pradesh,29775,81,1,2,2,8,Locks,2191.17,38,0,0,46,38,No
135925,Shaurya Baral,67,Other,Gaya,Jharkhand,182370,81,3,2,1,8,"Cameras, Doorbells, Sensors",2679.46,8,18,3,41,41,No
249288,Yahvi Peri,74,Other,Nanded,Tamil Nadu,184330,36,2,3,0,10,Doorbells,4477.54,27,20,1,44,88,No
904394,Logan Radhakrishnan,68,Female,Nandyal,Mizoram,138949,12,4,3,1,4,Sensors,2384.47,24,6,0,4,87,Yes
847515,Nandini Arora,62,Male,Nagpur,Tripura,129713,61,0,2,2,8,Sensors,4275.53,19,17,4,36,86,No
322058,Yahvi Bhatia,68,Female,Panipat,Chhattisgarh,85751,19,2,3,1,2,"Locks, Sensors",3365.53,10,18,5,4,21,Yes
300854,Nikita Bedi,68,Male,Madhyamgram,Himachal Pradesh,96314,99,1,3,1,10,"Doorbells, Cameras",3426.39,17,9,2,29,70,No
996788,Max Keer,48,Male,Noida,Uttar Pradesh,157615,32,3,3,2,1,"Alarms, Cameras",1461.67,40,14,3,41,88,Yes
419633,Madhavi Badami,55,Female,Delhi,Meghalaya,117434,117,0,3,2,9,"Locks, Alarms, Doorbells",2816.49,2,17,5,8,6,No
169420,Chakrika Reddy,71,Other,Dibrugarh,Madhya Pradesh,25221,69,3,3,0,4,"Locks, Alarms, Sensors",2816.05,15,17,5,35,23,No
596051,Charan Munshi,18,Other,Machilipatnam,Arunachal Pradesh,99485,90,3,1,2,10,"Locks, Doorbells, Cameras",3794.99,36,5,3,4,35,No
349747,Daksh Ray,32,Female,Saharsa,Maharashtra,27761,94,3,3,1,6,"Doorbells, Locks",4255.26,17,19,4,44,29,No
777688,Raksha Ranganathan,31,Male,Navi Mumbai,Bihar,191271,3,4,0,1,9,Alarms,4001.3,13,1,2,21,99,Yes
890515,Geetika Soman,18,Female,Guwahati,Chhattisgarh,166731,12,5,1,2,7,"Alarms, Doorbells, Locks",4507.27,15,3,4,39,40,Yes
830998,Samarth Bumb,41,Male,Korba,Uttar Pradesh,81732,1,0,3,0,6,Locks,4992.65,37,3,0,31,68,Yes
659154,Chanchal Bhagat,74,Female,Udupi,Tripura,120672,25,2,0,1,4,Cameras,3148.76,7,12,0,44,69,Yes
277549,Benjamin Dewan,33,Male,Chandigarh,Rajasthan,83683,3,0,1,2,6,"Doorbells, Alarms, Cameras",2211.06,7,2,5,24,52,Yes
847056,Farhan Banik,64,Male,Tiruppur,Madhya Pradesh,82214,107,3,3,1,4,"Sensors, Locks",1251.05,15,5,2,45,7,No
949772,Advaith Desai,23,Male,Nellore,Odisha,191369,114,5,2,1,4,"Sensors, Locks",917.79,35,8,0,15,76,No
628088,Vedika Dyal,33,Female,Varanasi,Punjab,96635,35,4,2,1,2,"Sensors, Locks, Cameras",2728.29,20,5,0,29,42,Yes
481166,Jeevika Om,75,Other,New Delhi,Himachal Pradesh,74599,16,3,2,0,10,"Doorbells, Locks",3700.55,17,0,0,47,79,Yes
669443,Samuel Pradhan,43,Male,Saharanpur,Mizoram,119747,117,0,0,1,6,"Doorbells, Cameras, Locks",1344.11,36,16,2,34,51,No
819807,Indali Deo,40,Other,Kakinada,Meghalaya,128230,57,1,1,0,10,"Locks, Sensors, Cameras",4995.82,21,6,0,3,69,Yes
135577,Shaurya Saraf,72,Other,Narasaraopet,Odisha,92086,12,3,3,0,10,"Cameras, Locks",3284.25,38,0,5,34,52,Yes
985671,Aarav Majumdar,35,Other,Morbi,Telangana,72547,53,5,1,0,8,"Cameras, Sensors, Locks",2926.68,7,18,0,41,52,No
553375,Vedant Rege,38,Male,Tumkur,Rajasthan,88417,96,3,1,1,4,"Alarms, Locks",3254.15,37,7,4,43,80,No
969971,Januja Mukherjee,71,Female,Kavali,Karnataka,56368,39,5,3,1,2,"Alarms, Sensors",2200.11,20,18,5,30,16,Yes
841701,Advay Lanka,62,Other,Chittoor,Gujarat,86307,30,5,0,1,7,Alarms,1136.82,31,12,3,22,64,Yes
354867,Gautami Sha,44,Female,Sasaram,Jharkhand,88298,99,3,2,0,7,Doorbells,2980.32,42,10,3,30,32,No
382237,Chakrika Agate,73,Other,Kishanganj,Sikkim,185714,78,2,1,2,8,"Doorbells, Sensors, Alarms",3009.48,46,2,0,50,68,No
716726,Aarini Mitra,30,Other,Kota,Assam,89587,12,0,3,1,1,"Doorbells, Alarms, Cameras",3672.48,22,5,2,36,63,Yes
913230,Damini Mohan,63,Other,Malda,Gujarat,104938,43,2,0,1,10,"Locks, Alarms, Cameras",1018.87,22,3,2,7,36,Yes
613776,Kalpit Upadhyay,64,Male,Ramagundam,Goa,49679,63,1,2,1,5,"Cameras, Sensors, Alarms",1045.6,12,14,4,6,30,No
745637,Meghana Sabharwal,32,Other,Bhatpara,Himachal Pradesh,176852,42,1,3,0,9,"Cameras, Locks, Doorbells",3765.76,35,8,5,11,60,Yes
438497,Leena Thaker,20,Other,Jamshedpur,Tamil Nadu,168883,59,5,1,1,2,"Doorbells, Alarms, Sensors",1531.87,18,9,1,6,32,No
919198,Ekalinga Bobal,51,Female,Tinsukia,Arunachal Pradesh,192113,90,3,3,0,9,"Sensors, Cameras",2286.08,29,4,0,0,35,No
145356,Teerth Kala,44,Male,South Dumdum,Bihar,151282,91,0,3,1,5,Sensors,2340.04,34,9,3,4,2,No
773831,Aarush Prabhakar,28,Female,Gudivada,West Bengal,178592,101,5,0,2,5,"Doorbells, Locks, Alarms",3129.31,4,20,2,17,47,No
884243,Gaurav Shan,18,Other,Madurai,Punjab,124951,1,2,1,2,5,"Cameras, Sensors",2854.81,42,10,3,47,72,Yes
826959,Ryan Parsa,66,Female,Nizamabad,Arunachal Pradesh,147462,28,4,1,0,6,"Doorbells, Cameras",1262.42,25,5,1,1,58,Yes
278671,Vamakshi Singh,74,Other,Kottayam,Mizoram,184744,110,3,2,2,3,Cameras,1823.09,25,7,3,5,63,No
987648,Neel Pall,70,Female,Udaipur,Assam,86301,107,2,0,0,3,"Doorbells, Sensors, Alarms",3803.45,35,4,2,13,65,No
241246,Adweta Toor,18,Other,Kolkata,Nagaland,65541,38,4,2,1,2,"Cameras, Locks, Alarms",3623.93,17,17,0,26,75,Yes
402168,Rajata Pingle,70,Other,Karnal,Manipur,63914,3,3,3,0,2,Alarms,4617.95,50,17,0,29,88,Yes
590833,Eesha Mishra,27,Male,Nizamabad,Arunachal Pradesh,177772,12,5,0,0,1,"Sensors, Alarms",4480.54,2,4,3,34,45,Yes
933945,Kamala Char,40,Male,Tirupati,Odisha,152659,67,1,1,0,4,"Alarms, Sensors, Cameras",2790.95,37,17,0,24,87,No
968144,Forum Sibal,48,Female,Shivpuri,Andhra Pradesh,62451,107,3,2,2,5,"Doorbells, Cameras",1200.02,13,13,2,15,83,No
542364,Lipika Wali,43,Other,Panvel,Punjab,196294,72,5,1,2,10,Doorbells,4743.49,11,14,5,9,45,No
936646,Pahal Tara,54,Female,Arrah,West Bengal,36391,30,4,2,0,8,Doorbells,1652.87,5,5,5,47,92,Yes
216333,Wazir Bajaj,37,Female,Cuttack,Goa,55630,14,1,0,2,6,Locks,2664.83,3,19,5,20,25,Yes
636983,Siddharth Pradhan,32,Female,Jodhpur,Arunachal Pradesh,39331,102,5,3,1,1,Sensors,2781.93,43,3,1,31,17,No
207255,Logan Swaminathan,65,Male,Mira-Bhayandar,Gujarat,104849,52,2,3,0,10,"Doorbells, Alarms",3134.45,37,14,0,27,32,No
840372,Warjas Saha,74,Male,Surat,Rajasthan,154770,82,0,3,0,5,Sensors,3799.37,24,10,4,43,65,No
259156,Bhavini Bassi,73,Male,Bulandshahr,Manipur,144466,29,5,2,2,8,"Cameras, Locks, Sensors",4198.5,8,18,2,33,58,Yes
183830,Chakrika Parmar,49,Other,Karimnagar,Maharashtra,67280,53,0,2,0,8,"Locks, Alarms",2669.75,6,13,2,37,10,No
993418,Sanaya Sarna,52,Female,Gopalpur,Karnataka,25974,68,3,2,0,7,"Sensors, Locks, Cameras",733.78,12,13,1,36,45,No
258449,Gavin Merchant,23,Female,Orai,Haryana,68194,55,5,2,2,2,"Alarms, Locks",4180.43,35,1,4,26,43,No
700051,Hiral Deo,62,Male,Parbhani,Gujarat,43793,118,5,2,1,5,"Locks, Cameras",2852.73,49,7,0,12,64,No
155647,Shivansh Bandi,31,Other,Bikaner,Nagaland,181670,63,5,3,0,5,Cameras,3498.29,30,11,0,41,87,No
419160,Chavvi Bains,55,Male,Sri Ganganagar,Karnataka,119010,118,1,3,0,3,Sensors,1876.93,23,16,1,26,100,No
436938,Widisha Ratta,21,Female,Chandigarh,Tamil Nadu,35209,54,0,0,2,4,"Locks, Doorbells, Alarms",607.92,18,13,1,27,70,No
867211,Vivaan Patla,36,Male,Bhilai,Karnataka,68813,32,5,0,0,2,Locks,4141.72,24,0,0,14,12,Yes
152514,Nimrat Chowdhury,25,Female,Miryalaguda,Andhra Pradesh,140006,99,2,1,0,1,"Alarms, Doorbells",1764.29,35,16,3,21,12,No
722644,Oviya Sama,71,Other,Bikaner,Chhattisgarh,167406,80,2,1,2,10,Sensors,2930.03,28,13,5,15,88,No
679307,Imaran Bains,66,Male,Warangal,Haryana,76335,24,2,2,0,9,"Alarms, Locks",945.24,50,14,0,17,6,Yes
794172,Ikshita Lata,20,Male,Rajkot,Assam,155776,61,5,2,2,9,Cameras,3784.68,2,20,4,35,92,No
429891,Viraj Varughese,75,Male,Bhavnagar,Mizoram,77687,89,2,0,2,3,"Sensors, Doorbells, Cameras",4608.14,18,12,1,6,40,No
501266,Jackson Sathe,31,Male,Erode,Andhra Pradesh,72943,13,5,3,0,6,Locks,4530.71,22,15,4,8,75,Yes
168851,Yasti Bera,22,Female,Maheshtala,Tripura,149920,77,0,3,1,9,"Sensors, Alarms",2418.65,4,1,4,43,74,No
234121,Arjun Mitra,71,Female,Suryapet,Maharashtra,189474,84,3,3,2,3,"Cameras, Doorbells, Sensors",1766.01,5,3,0,33,8,No
623938,Hiral Pradhan,20,Female,Ulhasnagar,Nagaland,109609,92,5,3,1,7,"Cameras, Locks, Doorbells",2813.52,1,3,3,40,30,No
932870,Chavvi Basu,75,Other,Malda,Haryana,86780,71,2,2,1,6,"Sensors, Doorbells, Cameras",4928.38,10,11,1,20,41,No
794299,Shivani Verma,18,Female,Munger,Telangana,113393,52,5,3,1,3,"Sensors, Locks, Alarms",4078.21,15,4,2,40,40,No
155417,Yashoda Randhawa,62,Other,Pali,Uttarakhand,80092,107,1,1,2,2,"Doorbells, Cameras, Sensors",4493.3,24,2,2,19,23,No
808948,Siya Gandhi,24,Other,Sri Ganganagar,Arunachal Pradesh,152217,103,1,3,0,7,"Locks, Cameras, Alarms",927.05,40,19,4,8,83,No
646143,Laksh Chadha,63,Male,Singrauli,Maharashtra,41147,16,0,3,1,4,"Doorbells, Cameras",3375.61,0,9,3,10,43,Yes
443502,Kai Sidhu,27,Other,Amritsar,West Bengal,197422,117,3,1,0,8,Sensors,2688.13,43,5,5,13,96,No
752200,Theodore Luthra,34,Male,Gangtok,Goa,53985,84,2,0,0,9,Alarms,658.83,50,5,1,14,46,No
601072,Upadhriti Bobal,72,Female,Kota,Andhra Pradesh,181096,93,1,0,2,1,"Doorbells, Sensors, Alarms",4752.81,42,7,1,9,21,No
486010,Pahal Johal,71,Other,Udaipur,Bihar,44850,81,4,1,1,7,Cameras,4772.49,47,15,5,27,80,No
863655,Radhika Ahluwalia,63,Male,Srinagar,Tripura,67508,81,5,0,1,8,"Cameras, Alarms",982.61,11,15,1,38,90,No
420331,Bhanumati Dua,54,Female,Khandwa,Madhya Pradesh,130924,115,0,0,1,2,"Locks, Cameras",2828.43,47,8,2,14,44,No
141455,Warjas Issac,60,Female,Alappuzha,Arunachal Pradesh,102298,11,5,1,2,8,Alarms,4790.9,23,9,5,32,4,Yes
201024,Kashish Dash,51,Male,Dharmavaram,Assam,55767,51,2,3,1,4,"Alarms, Doorbells",1876.12,5,5,2,45,83,No
508802,Yachana Kar,75,Male,Dewas,Madhya Pradesh,88955,42,2,1,0,3,Alarms,2457.84,3,11,5,8,43,Yes
645397,Frado Golla,22,Male,Mira-Bhayandar,Odisha,98658,108,1,2,1,2,"Doorbells, Sensors, Cameras",2992.29,19,18,4,46,53,No
646966,Upadhriti Garg,26,Other,Kakinada,Telangana,133852,94,0,0,2,4,Alarms,4802.06,38,10,4,15,41,No
452235,Bhavya Natarajan,74,Male,Ajmer,Uttarakhand,60509,45,2,3,1,6,"Locks, Alarms, Doorbells",2703.51,5,5,3,9,34,Yes
666427,Mitesh Oommen,50,Female,Ranchi,Bihar,102860,17,1,2,0,2,Locks,637.66,29,6,0,7,7,Yes
285513,Nathan Issac,61,Female,Miryalaguda,West Bengal,49197,60,0,0,0,5,"Cameras, Alarms",4389.98,48,11,2,36,0,No
513481,Anay Chandra,54,Female,Bathinda,Haryana,21055,74,3,3,2,4,"Locks, Alarms",2534.91,9,19,3,44,46,No
991775,Oliver Bhattacharyya,44,Female,Hospet,Arunachal Pradesh,163312,93,5,2,0,7,"Cameras, Doorbells",2826.84,43,13,0,45,88,No
193858,Faqid Gill,40,Other,Khammam,Maharashtra,86081,68,2,2,0,2,"Locks, Cameras",920.3,43,10,0,36,88,No
636298,Adya Bajwa,45,Other,Kollam,Maharashtra,128701,97,3,1,0,8,"Sensors, Cameras",2310.56,25,7,0,36,10,No
957529,Ryan Barad,36,Male,Bhimavaram,Karnataka,179556,57,0,0,2,9,"Cameras, Locks",4108.7,42,19,3,44,63,No
303297,Gautami Grover,42,Female,Ulhasnagar,Kerala,82001,53,4,2,2,7,Alarms,2827.26,43,3,1,32,7,No
602934,Abhimanyu Arya,45,Other,Coimbatore,Tamil Nadu,48778,25,1,3,0,9,"Alarms, Doorbells, Sensors",4979.09,47,2,4,18,6,Yes
729727,Liam Borra,47,Other,Mangalore,Jharkhand,133841,45,3,1,2,3,"Cameras, Sensors, Alarms",1375.87,33,13,4,6,41,Yes
545531,Bachittar Nigam,43,Female,Tirupati,Nagaland,129277,45,5,0,2,7,Locks,1521.43,48,6,0,18,53,Yes
798661,Sathvik Sankar,30,Other,Arrah,Manipur,169831,19,1,1,0,3,"Doorbells, Cameras, Alarms",4342.33,11,8,3,28,63,Yes
790005,Urvashi Khalsa,51,Male,Singrauli,Uttarakhand,140400,91,1,0,0,3,"Alarms, Locks",1430.98,41,0,2,30,16,No
264409,Saumya Andra,46,Female,Shimoga,Madhya Pradesh,53185,67,3,0,0,3,"Alarms, Doorbells, Cameras",1025.57,44,20,1,29,44,No
725851,Charvi Kaur,74,Other,Gwalior,Gujarat,184386,78,2,3,1,5,"Doorbells, Cameras",3956.87,18,1,5,19,74,No
178575,Vaishnavi Bera,44,Male,Bulandshahr,Himachal Pradesh,34637,9,1,3,2,5,"Locks, Alarms",2996.79,11,9,5,7,2,Yes
134691,Abhimanyu Salvi,74,Female,Vijayanagaram,West Bengal,114419,64,0,1,1,6,"Cameras, Doorbells",3280.38,29,7,4,36,53,No
861049,Damini Rajagopal,19,Other,Nanded,Himachal Pradesh,93743,112,3,0,2,8,"Doorbells, Cameras",2696.14,32,14,4,35,71,No
951912,Chavvi Mukherjee,50,Male,Rampur,Telangana,185336,32,3,2,2,4,"Alarms, Cameras",2528.57,26,13,3,27,29,Yes
823776,Yatan Yogi,57,Female,Gorakhpur,Assam,98953,96,4,2,2,3,Doorbells,553.77,4,9,0,3,68,No
697182,Eta Sagar,44,Other,Firozabad,Nagaland,132380,33,4,1,0,1,Doorbells,1240.78,42,19,0,33,74,Yes
127041,Onkar Chopra,73,Male,Chinsurah,Telangana,80202,68,3,1,0,5,"Doorbells, Cameras, Sensors",2093.46,10,6,1,31,6,No
522593,Vamakshi Chhabra,55,Other,Dehri,Tamil Nadu,154625,105,5,3,1,5,"Sensors, Alarms",4697.53,39,1,2,37,98,No
883719,Zilmil Baral,45,Female,Haldia,Telangana,29197,89,1,2,2,7,Locks,3887.27,20,16,5,3,95,No
233815,Eesha Jain,48,Male,Jodhpur,Tamil Nadu,134273,27,1,2,0,1,"Cameras, Locks, Sensors",2232.94,50,16,5,45,56,Yes
953183,Ekantika Som,37,Female,Aligarh,Manipur,85342,95,5,0,2,10,Cameras,4222.2,35,5,5,4,95,No
928297,Chaman Chanda,53,Other,Junagadh,Punjab,164410,104,0,3,1,9,"Alarms, Sensors",3983.06,25,3,4,8,48,No
540874,Yuvraj Garg,74,Female,Cuttack,Tripura,104177,101,0,2,1,9,Locks,3040.81,25,5,1,11,33,No
256607,Tarak Deep,29,Male,Hyderabad,Nagaland,171579,31,3,1,2,6,"Alarms, Cameras, Sensors",547.19,47,2,1,25,84,Yes
408133,Siddharth Bassi,61,Female,Sasaram,Karnataka,90253,47,3,2,1,10,Alarms,774.06,43,14,1,23,74,Yes
348564,Kamya Ahluwalia,52,Male,Suryapet,Andhra Pradesh,36865,61,2,1,1,4,"Alarms, Locks",3313.11,11,13,4,5,93,No
193804,Girindra Chaudhry,31,Male,Bidar,Rajasthan,64337,110,0,2,0,9,"Alarms, Doorbells",2830.74,1,7,0,2,49,No
588363,Aishani Sehgal,61,Male,Chittoor,Arunachal Pradesh,52352,29,1,3,1,9,"Sensors, Locks",1467.26,12,7,3,3,90,Yes
804864,Nakul Ravi,33,Other,Guntakal,West Bengal,44347,34,2,0,1,4,"Locks, Doorbells, Alarms",2094.12,42,6,4,12,46,Yes
857093,Krisha Banerjee,46,Male,Visakhapatnam,Tamil Nadu,46282,68,3,2,1,9,Cameras,3439.44,38,10,2,37,81,No
498202,Jagvi Mishra,19,Other,Alwar,Maharashtra,179584,96,0,0,0,2,Locks,3357.31,3,13,5,42,39,No
180363,Gopal Sura,40,Female,Shahjahanpur,Tamil Nadu,149328,5,0,2,1,2,Alarms,1819.36,33,6,4,40,71,Yes
460614,Samuel Prabhu,32,Other,Dehri,Odisha,136951,90,1,1,1,1,"Locks, Cameras, Doorbells",4229.94,29,9,2,16,5,No
351453,Viraj Karnik,49,Other,Gwalior,Maharashtra,144692,30,0,1,1,7,"Sensors, Doorbells",3335.89,7,18,4,41,50,Yes
880905,Samuel Lanka,59,Female,Bidhannagar,Goa,170531,53,4,0,0,7,"Alarms, Cameras, Locks",504.07,18,7,4,12,35,Yes
593805,Chaitaly Savant,44,Male,Danapur,Haryana,136174,42,4,2,1,10,"Cameras, Alarms, Doorbells",2462.45,41,3,0,20,78,Yes
290446,Nisha Choudhary,47,Male,Vadodara,Chhattisgarh,31015,98,4,0,2,1,"Cameras, Alarms",3683.3,18,10,3,2,42,No
581033,Charan Nori,58,Female,Giridih,Sikkim,168859,96,0,1,1,8,Cameras,2797.46,40,2,1,28,29,No
908271,Nirja Nazareth,66,Female,Giridih,Punjab,35077,31,0,2,0,3,"Sensors, Doorbells, Locks",2621.52,41,2,0,20,95,Yes
973695,Oscar Nigam,54,Female,Mathura,Sikkim,183740,116,5,3,0,10,Alarms,3902.77,0,2,2,28,67,No
368301,Chakradhar Sarma,22,Male,Rohtak,Bihar,87913,99,5,2,2,7,Doorbells,4385.25,18,14,1,0,43,No
263581,Nimrat Nanda,53,Female,Jamshedpur,Maharashtra,129093,40,1,2,2,10,"Doorbells, Cameras, Alarms",3653.88,13,2,4,19,16,Yes
922739,Anjali Suresh,61,Female,Mangalore,Maharashtra,68898,34,4,0,1,4,"Alarms, Sensors, Locks",4846.12,37,16,4,38,78,Yes
736658,Bakhshi Pandey,75,Other,Kurnool,Tamil Nadu,50828,106,2,1,1,5,"Locks, Alarms",3014.95,4,20,5,0,85,No
287783,Anthony Ravi,58,Male,Patiala,Tripura,169394,57,4,3,0,2,"Locks, Sensors",1537.18,4,3,3,6,57,No
349238,Ayaan Choudhury,49,Female,Katihar,Mizoram,42876,96,1,2,1,9,Doorbells,1617.21,9,20,1,0,21,No
927575,Aishani Banik,75,Other,Aizawl,Tripura,30016,28,5,3,1,1,"Alarms, Sensors, Cameras",2585.91,40,6,3,16,22,Yes
789750,Nicholas Sachdev,66,Other,Kadapa,Uttarakhand,162466,15,1,2,0,6,Sensors,4610.5,6,16,2,48,28,Yes
847237,Yochana Mallick,59,Other,Udupi,Chhattisgarh,184028,46,4,0,2,3,Alarms,3681.45,7,7,4,42,80,No
787681,Triya Nori,54,Other,Alwar,Haryana,20934,87,0,0,0,10,"Cameras, Locks",4279.93,5,15,3,9,33,No
355701,Ganga Setty,37,Other,Patna,Sikkim,133652,44,5,0,2,10,"Cameras, Doorbells",4143.07,33,1,5,17,34,Yes
532395,Lakshmi Venkataraman,20,Male,Dehri,Chhattisgarh,93035,104,1,2,0,5,Alarms,1054.01,39,13,2,7,69,No
932750,Mohini Bhalla,47,Male,Kanpur,Uttarakhand,194917,66,0,2,0,9,"Doorbells, Locks, Sensors",2469.65,5,12,3,17,87,No
909678,Aashi Din,29,Male,Bhopal,Nagaland,78637,48,3,0,2,2,Sensors,1126.34,8,10,5,8,79,Yes
621220,Nidra Agarwal,25,Male,Gurgaon,Nagaland,171693,102,5,2,0,5,Sensors,2636.61,17,14,3,9,57,No
425286,Kai Sandal,63,Male,Durg,Maharashtra,106619,36,2,3,0,4,"Doorbells, Sensors, Locks",4182.46,12,14,5,44,57,No
964951,Saumya Lall,36,Male,Parbhani,Manipur,162399,51,4,3,0,1,"Alarms, Doorbells, Locks",1736.01,29,14,1,0,18,Yes
237525,Yochana Dave,61,Female,Jodhpur,Odisha,199674,61,1,0,1,4,"Alarms, Locks, Doorbells",3014.6,19,0,3,40,92,No
580842,Sarthak Munshi,29,Other,Barasat,Meghalaya,180556,107,4,3,0,8,Doorbells,3562.32,5,19,2,25,87,No
672203,Luke Rana,31,Female,Anantapur,Punjab,83311,116,1,3,2,4,"Cameras, Alarms",2173.19,7,12,5,18,50,No
786931,Pallavi Setty,24,Male,Unnao,Gujarat,150210,6,5,0,2,6,"Doorbells, Cameras, Alarms",3830.98,7,2,3,35,69,Yes
633440,Kashvi Kannan,50,Male,Bhavnagar,Arunachal Pradesh,86422,93,4,2,2,2,"Locks, Alarms",4512.52,13,8,4,35,80,No
838794,Reva Ben,67,Female,Nellore,Karnataka,127078,34,1,0,2,9,Locks,948.37,1,11,3,3,56,Yes
736924,Chavvi Tata,43,Female,Motihari,Haryana,59312,61,0,1,0,2,"Cameras, Alarms, Sensors",2630.21,43,16,2,15,40,No
605339,Gayathri Kade,57,Other,Pune,Karnataka,196379,94,3,1,0,3,"Alarms, Locks, Cameras",3387.38,38,2,5,12,63,No
897628,Jalsa Prakash,49,Female,Gurgaon,Assam,80575,25,5,3,2,10,"Sensors, Locks, Cameras",4221.36,32,3,0,7,30,Yes
455733,Udyati Shroff,75,Female,Bhilwara,Maharashtra,186586,66,0,1,2,2,"Alarms, Sensors",961.91,11,13,0,39,40,No
116483,Garima Sekhon,20,Female,Thane,Manipur,118649,12,5,0,1,8,Doorbells,1553.53,40,12,2,31,64,Yes
208359,Devansh Tara,27,Female,Haridwar,Himachal Pradesh,93251,45,1,2,2,4,"Sensors, Locks, Doorbells",3567.6,24,14,4,48,92,No
464341,Anthony Tiwari,60,Other,Sasaram,Jharkhand,192676,107,4,3,0,8,"Alarms, Locks",1978.08,43,5,1,49,88,No
699931,Devansh Rai,27,Other,Dhule,Meghalaya,199901,63,0,2,1,5,"Locks, Sensors, Doorbells",897.92,24,7,2,22,95,No
821791,Yasti Gola,49,Male,Rourkela,Mizoram,133871,75,5,2,1,5,"Alarms, Cameras",2541.26,18,7,5,33,7,No
